rank,address,label,proxy_score,wallet_type,trading_signal,win_rate_pct,profit_factor,track_record_days,txn_count,total_volume_usd,avg_trade_usd,active_days,tokens_traded,dex_count,source
143,0x62552cab3f34a51333e55d0e04172e1955cd2ccc,Dune DEX Trader #0,85.3,DEX Trader,Active Trader,75,13.86,135,68,279338.17,4107.91,23,5,6,dune_dex_trades
144,0x90b1c35ac4ccf24a7596c8f80da0078f46be195b,Dune DEX Trader #0,85.1,DEX Trader,Active Trader,58.8,12.17,175,868,8169704.5,9412.1,135,28,3,dune_dex_trades
145,0xe3b23ac4bcc614905f2d1c67739fffe641c4995a,Dune DEX Trader #0,85.1,DEX Trader,Active Trader,75,3.14,164,608,4755676.78,7821.84,71,4,3,dune_dex_trades
146,0x2200123c50f2c15f1f5d38d95710c64ac4d79444,Dune DEX Trader #0,85.1,DEX Trader,Active Trader,66.7,7.14,160,169,248380.23,1469.71,39,98,3,dune_dex_trades
147,0x34ae93aa8ba87d19e6bdc9e5beacfd0c78162345,Dune DEX Trader #0,85.1,DEX Trader,Active Trader,80,4.24,167,101,1293464.36,12806.58,34,5,3,dune_dex_trades
148,0xea3b5b9d30495d00bb692e8b39ccff64e20ac528,Dune DEX Trader #0,85.1,DEX Trader,Active Trader,80,47.96,146,63,113476.06,1801.21,33,6,3,dune_dex_trades
149,0xd9e912afcea495dc8789bd2d6c0004473e48521f,Dune DEX Trader #0,85.1,DEX Trader,Active Trader,80,47.97,129,48,194685.74,4055.95,23,6,4,dune_dex_trades
150,0x433097574d7367eb2b7b6ccc0943e3ce14bb1771,Dune DEX Trader #0,85.0,DEX Trader,Active Trader,52.9,5.52,179,1280,34328913.04,26819.46,148,25,5,dune_dex_trades
151,0xb713bb675e7f0b0d400130bca8a556bb7aabc62d,Dune DEX Trader #0,85.0,DEX Trader,Active Trader,80,4.49,152,247,399348.66,1616.8,95,9,2,dune_dex_trades
152,0x64e74f075bf238e3ed4b1e43029f327199b9e65e,Dune DEX Trader #0,85.0,DEX Trader,Active Trader,80,7.54,168,95,95280.65,1002.95,56,50,1,dune_dex_trades
153,0x08a4e1082c38fe46cdd433d7e9895ad0e6e11ac0,Dune DEX Trader #0,85.0,DEX Trader,Active Trader,80,20.64,153,38,45442.1,1195.84,21,5,5,dune_dex_trades
154,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,Dune DEX Trader #0,84.9,DEX Trader,Active Trader,50,5.71,172,2258,4487116.87,1987.21,138,235,9,dune_dex_trades
155,0x41deeacdcdfebc9f0f549b7cbb8269a6b21d805d,Dune DEX Trader #0,84.9,DEX Trader,Active Trader,66.7,5.75,121,759,694695.6,915.28,21,53,1,dune_dex_trades
156,0xb78886e4610531dc98d383c54d34284a0e830814,Dune DEX Trader #0,84.9,DEX Trader,Active Trader,75,9.27,139,190,372600.94,1961.06,71,5,5,dune_dex_trades
157,0x31539cf673d44665c7831def5738fe5f37bbb8d6,Dune DEX Trader #0,84.9,DEX Trader,Active Trader,75,16.81,170,68,120393.71,1770.5,29,12,3,dune_dex_trades
158,0xbdeb683ec9b007be4d9f1ce41e7d7a4fed463a43,Dune DEX Trader #0,84.9,DEX Trader,Active Trader,75,30.26,142,61,163862.47,2686.27,23,5,1,dune_dex_trades
159,0x3348a6d74b7ffa77921f70a3e2b620f84ab3e85b,Dune DEX Trader #0,84.8,DEX Trader,Active Trader,75,17.9,170,113,763459.77,6756.28,49,6,4,dune_dex_trades
160,0x5de4ef4879f4fe3bbadf2227d2ac5d0e2d76c895,Dune DEX Trader #0,84.7,DEX Trader,Active Trader,75,131.99,168,127,336804.1,2652,56,6,1,dune_dex_trades
161,0x615d5efb41cad0ed733b652cf30a82beb9966a0a,Dune DEX Trader #0,84.7,DEX Trader,Active Trader,87.5,3.74,95,88,227609.82,2586.48,26,8,2,dune_dex_trades
162,0xbb3b6a8a9947ba3f91865fcc802e108a77ff9106,Dune DEX Trader #0,84.6,DEX Trader,Active Trader,75,1375.96,148,158,313183.23,1982.17,66,7,1,dune_dex_trades
163,0xa7da6e61a9e00a023dac739b4236d62a0d922155,Dune DEX Trader #0,84.5,DEX Trader,Active Trader,65.8,3.49,158,5334,14886069.97,2790.79,157,122,4,dune_dex_trades
164,0x4e40ceacc9d16dad54f90daffd3a7291cacc0884,Dune DEX Trader #0,84.5,DEX Trader,Active Trader,65.5,5.12,121,728,708457.7,973.16,21,54,1,dune_dex_trades
165,0x53016a40b3639bf9f744ff312515eea93af14cde,Dune DEX Trader #0,84.4,DEX Trader,Active Trader,66.7,286.84,104,1595,1372748.69,860.66,79,4,2,dune_dex_trades
166,0x315d2ee4fccda0def532ef4108ff57204f8d9eba,Dune DEX Trader #0,84.4,DEX Trader,Active Trader,83.3,2.84,179,727,1026075.31,1411.38,128,18,2,dune_dex_trades
167,0x126b319b51d889497105ff1d6b3ba555ca7aea6b,Dune DEX Trader #0,84.4,DEX Trader,Active Trader,69.2,9.62,157,219,520566.29,2377.02,68,25,1,dune_dex_trades
168,0xe8dc47a01abadd39c2f322f1452e4e0eee70daa6,Dune DEX Trader #0,84.4,DEX Trader,Active Trader,66.7,6.28,152,124,1565382.96,12624.06,32,7,1,dune_dex_trades
169,0x782ffae1f86962c6c574a5f9216e7af24b8573d4,Dune DEX Trader #0,84.3,DEX Trader,Active Trader,80,2.4,168,1616,12491200.07,7729.7,156,6,3,dune_dex_trades
170,0xda634a778757dedb3ecb67556af7c1b0eff5e5d0,Dune DEX Trader #0,84.3,DEX Trader,Active Trader,66.7,10.67,91,111,708161.78,6379.84,22,6,3,dune_dex_trades
171,0x06cff7088619c7178f5e14f0b119458d08d2f5ef,Dune DEX Trader #0,84.2,DEX Trader,Active Trader,71,2.93,179,249949,1474556222.8,5899.43,181,665,17,dune_dex_trades
172,0x9af1b56acb3f0af84be68ce1a5284acc0615fadd,Dune DEX Trader #0,84.2,DEX Trader,Active Trader,80,3.19,165,605,917396.63,1516.36,115,35,7,dune_dex_trades
173,0x5bb546cf44cd418f29b573a3196baf2d66386211,Dune DEX Trader #0,84.2,DEX Trader,Active Trader,50,6.89,135,456,1084527.64,2378.35,34,63,1,dune_dex_trades
174,0xc5ab4967fd8d849619f41b57bf69d835c8b502a3,Dune DEX Trader #0,84.1,DEX Trader,Active Trader,56.5,5.71,175,529,783291.75,1480.7,88,29,3,dune_dex_trades
175,0x289c204b35859bfb924b9c0759a4fe80f610671c,Dune DEX Trader #0,84.1,DEX Trader,Active Trader,75,6.64,175,246,27534226.41,111927.75,55,7,5,dune_dex_trades
176,0x8e1e19fd5440048292242c942bed7d1bc8857fad,Dune DEX Trader #0,83.9,DEX Trader,Active Trader,61.4,3.88,123,2408,18342636.78,7617.37,117,104,5,dune_dex_trades
177,0xf229fb4c724bd06ab132316814d46767c5e7676d,Dune DEX Trader #0,83.9,DEX Trader,Active Trader,80,4.04,169,261,462737.83,1772.94,100,8,2,dune_dex_trades
178,0x82fcfffe80d80365a5f2f42a6ea87d1e815bec4c,Dune DEX Trader #0,83.9,DEX Trader,Active Trader,75,27.46,123,105,7909503.7,75328.61,20,5,3,dune_dex_trades
179,0x2eda4dbc08dced52293e61395c6d181e85c98469,Dune DEX Trader #0,83.8,DEX Trader,Active Trader,66.7,3.24,157,5605,13413724.4,2393.17,78,6,3,dune_dex_trades
180,0xa0d000409b9c505af8ce2b0bb11ec2cc69e08879,Dune DEX Trader #0,83.8,DEX Trader,Active Trader,80,2.31,165,1459,6213490.39,4258.73,127,10,1,dune_dex_trades
181,0xfe837a3530dd566401d35befcd55582af7c4dffc,Dune DEX Trader #0,83.8,DEX Trader,Active Trader,75,190.98,178,305,46217426.33,151532.55,72,16,4,dune_dex_trades
182,0x17f11ec42a10fef80fde83480313eeefc65ea3e2,Dune DEX Trader #0,83.8,DEX Trader,Active Trader,75,3.17,120,209,767425.86,3671.89,27,77,2,dune_dex_trades
183,0x166976216e5756141afb81d0bd94d81a06d84005,Dune DEX Trader #0,83.8,DEX Trader,Active Trader,80,4.34,153,90,283369.24,3148.55,41,5,4,dune_dex_trades
184,0x8cc1665ee965345e79b132adb124782bad8c78e0,Dune DEX Trader #0,83.7,DEX Trader,Active Trader,66.7,3.53,178,1216,2316161.31,1904.74,161,13,5,dune_dex_trades
185,0xbfdc8a852532aaf90e93968f1d1ab48b80e15571,Dune DEX Trader #0,83.7,DEX Trader,Active Trader,63.2,4.43,173,569,3717528.44,6533.44,107,30,4,dune_dex_trades
186,0x9993cffa72c885312096e7624507cb18d46e714e,Dune DEX Trader #0,83.7,DEX Trader,Active Trader,75,5.78,176,77,82638.48,1073.23,45,40,1,dune_dex_trades
187,0x8037b05c3cbf001f05c0e493b4473e1dfbf517a3,Dune DEX Trader #0,83.6,DEX Trader,Active Trader,50,11.3,111,4787,31046262.28,6485.54,83,6,6,dune_dex_trades
188,0x671f686f47407ab360b0d97c88245a99b11f2ed3,Dune DEX Trader #0,83.6,DEX Trader,Active Trader,75,2.82,129,753,4531961,6018.54,80,4,3,dune_dex_trades
189,0xdce2afdb12968a9bb0cca510c30b21c865209c0d,Dune DEX Trader #0,83.6,DEX Trader,Active Trader,66.7,42.29,142,116,148558.42,1280.68,34,48,2,dune_dex_trades
190,0xf46b7b71bf024c4a7a102fb570c89b03d3ddec92,Dune DEX Trader #0,83.5,DEX Trader,Active Trader,70,10.7,137,268,946161.05,3530.45,97,13,3,dune_dex_trades
191,0xbd32122bad41a09f2405bb374a83877d8245079c,Dune DEX Trader #0,83.4,DEX Trader,Active Trader,76.9,2.37,179,9773,147469411.2,15089.47,179,378,12,dune_dex_trades
192,0xeeaa2562f89bd75d920d785aacd0c401a0105597,Dune DEX Trader #0,83.4,DEX Trader,Active Trader,64.3,13.75,91,245,1513063.82,6175.77,50,26,10,dune_dex_trades
193,0x276bf434613bd8cb5c8b3282ec6445c9370e33fa,Dune DEX Trader #0,83.3,DEX Trader,Active Trader,44.4,18.38,179,2144,7494116.45,3495.39,177,61,3,dune_dex_trades
194,0x3977f182034fd84f07010acd254f83d9a6388888,Dune DEX Trader #0,83.3,DEX Trader,Active Trader,75,9.46,144,119,455716.61,3829.55,66,9,3,dune_dex_trades
195,0x5e18e052517af66575105acff6a7f17ded3f10f2,Dune DEX Trader #0,83.3,DEX Trader,Active Trader,66.7,6.77,176,111,153010.44,1378.47,40,4,2,dune_dex_trades
196,0x247b69f78d2a590bec1ac0a4a4066debe3fca2b8,Dune DEX Trader #0,83.2,DEX Trader,Active Trader,60,5.59,174,287,1403684.05,4890.89,69,10,6,dune_dex_trades
197,0xc78304acdf1f0d62b51441a38e5c1bab78f03f7a,Dune DEX Trader #0,83.2,DEX Trader,Active Trader,75,4.28,135,167,253307.4,1516.81,56,7,4,dune_dex_trades
198,0xea51075ccbd58174834da36372b0ed52199c483c,Dune DEX Trader #0,83.1,DEX Trader,Active Trader,76.9,2.31,179,2024,19099251.5,9436.39,149,81,2,dune_dex_trades
199,0x49a24447d2ff29e0f6543fe08f57c24dd9d57664,Dune DEX Trader #0,83.1,DEX Trader,Active Trader,75,5.16,128,72,156660.56,2175.84,39,6,3,dune_dex_trades
200,0x6e6759b3ef49bab693127c9ea126eb6e549bc3d3,Dune DEX Trader #0,83.0,DEX Trader,Active Trader,88.9,25.09,173,199,44528110.26,223759.35,56,9,2,dune_dex_trades
201,0xe5ae5aac9a19ec43abdd161e95640a1cc12ae348,Dune DEX Trader #0,83.0,DEX Trader,Active Trader,75,5.37,150,41,83493.83,2036.43,25,5,5,dune_dex_trades
202,0x6a1f278608f76f25ccca7c5fb622bbc56fe4ad05,Dune DEX Trader #0,83.0,DEX Trader,Active Trader,75,7.22,128,36,58607.99,1628,20,4,1,dune_dex_trades
203,0xda129304ec7ab7d58d4eb980c8c2cf6205738cdc,Dune DEX Trader #0,82.9,DEX Trader,Active Trader,71.4,2.67,162,838,1396495.88,1666.46,56,7,5,dune_dex_trades
204,0xa509cae29c94cf76a4698859d4c6b862b920ea96,Dune DEX Trader #0,82.9,DEX Trader,Active Trader,55,6.67,179,701,5468316.4,7800.74,134,26,3,dune_dex_trades
205,0x8371cf6462355e586d130d2768e317ef6b54bd17,Dune DEX Trader #0,82.9,DEX Trader,Active Trader,75,25.85,139,49,260130.4,5308.78,29,6,6,dune_dex_trades
206,0x8678f58ac6c4748b5289d0db70e627eef395dead,Dune DEX Trader #0,82.8,DEX Trader,Active Trader,63.6,6.27,179,341,390463.41,1145.05,113,17,5,dune_dex_trades
207,0x955b5adcdbba6870feca78338137191f774679ca,Dune DEX Trader #0,82.8,DEX Trader,Active Trader,66.7,4832.14,175,142,6133531.47,43193.88,56,8,2,dune_dex_trades
208,0xa39b4d16378b38f4c379d0e545a72e9381adc6a9,Dune DEX Trader #0,82.8,DEX Trader,Active Trader,75,13.72,142,37,67444.25,1822.82,23,5,4,dune_dex_trades
209,0x0e3cd0614d3a08bb7fee3f02fa20933b021705b6,Dune DEX Trader #0,82.7,DEX Trader,Active Trader,75,2.6,115,468,599383.81,1280.73,38,5,4,dune_dex_trades
210,0xd2adf24253056d45731a8561749fc9b2ffa4fe19,Dune DEX Trader #0,82.6,DEX Trader,Active Trader,52,4.59,96,9375,109003231.04,11627.01,98,33,4,dune_dex_trades
211,0x8163751177aef91e66f5a18c931f9ab02c5f14b1,Dune DEX Trader #0,82.6,DEX Trader,Active Trader,62.5,3.24,174,299,458415.36,1533.16,31,11,3,dune_dex_trades
212,0x9683495e5bbd30d741eddd3f972d7ae5188423b2,Dune DEX Trader #0,82.5,DEX Trader,Active Trader,43.8,5.4,145,1623,17553432.37,10815.42,143,21,5,dune_dex_trades
213,0xc707bbf485d1a7261d499de6b6a0fd60fdb9ed04,Dune DEX Trader #0,82.5,DEX Trader,Active Trader,53.3,12.76,178,209,4397218.28,21039.32,39,25,6,dune_dex_trades
214,0xba7a03a37c0799a4182d1c4ca3bf3321f8ba3329,Dune DEX Trader #0,82.5,DEX Trader,Active Trader,66.7,5.27,151,176,375508.2,2133.57,68,14,5,dune_dex_trades
215,0x6530f34ded9d6a1a06ee4a797bdefa452fd5ec21,Dune DEX Trader #0,82.5,DEX Trader,Active Trader,75,3.95,151,82,1382802.77,16863.45,27,6,5,dune_dex_trades
216,0x18dd3c14e34c1bc379f7538068c59160d9f68e25,Dune DEX Trader #0,82.4,DEX Trader,Active Trader,41.7,6.42,174,3390,9250559.05,2728.78,176,20,5,dune_dex_trades
217,0x4313c378cc91ea583c91387b9216e2c03096b27f,Dune DEX Trader #0,82.3,DEX Trader,Active Trader,56,3.6,178,85799,121848226.66,1420.16,132,497,4,dune_dex_trades
218,0x3b25d8e0801df1264a3d3a5f0bb79bbc292a09fb,Dune DEX Trader #0,82.3,DEX Trader,Active Trader,65,3.05,179,1152,4530085.28,3932.37,128,32,3,dune_dex_trades
219,0x9c9b523347cba42cb5bf8af05dcb9fa54febbba4,Dune DEX Trader #0,82.3,DEX Trader,Active Trader,66.7,31.86,170,179,367617.93,2053.73,78,4,8,dune_dex_trades
220,0x0a8accba63f42e743a31f33c44b87be0c83fe230,Dune DEX Trader #0,82.2,DEX Trader,Active Trader,76.5,2.47,105,34111,332339739.33,9742.89,107,291,13,dune_dex_trades
221,0x2cc808648b96ff3657d6c1611042339c6f35b36c,Dune DEX Trader #0,82.2,DEX Trader,Active Trader,60,36.48,175,186,422015.25,2268.9,55,7,5,dune_dex_trades
222,0x94046ff0c2b57e132d52f22e0850a2b26271dbff,Dune DEX Trader #0,82.2,DEX Trader,Active Trader,80,13.46,178,57,37785.84,662.91,26,14,5,dune_dex_trades
223,0x6eb5074720000002327b363e9630ca4797c6d43b,Dune DEX Trader #0,82.2,DEX Trader,Active Trader,75,8.83,103,57,113176.67,1985.56,33,8,2,dune_dex_trades
224,0x56613ad9f3d5df30c48f278bf2b9e41bbe287039,Dune DEX Trader #0,82.1,DEX Trader,Active Trader,61.7,3.38,123,4887,30608979.18,6263.35,122,120,5,dune_dex_trades
225,0x7a186984ac827fb7ad274ebac333b45c20be9def,Dune DEX Trader #0,82.1,DEX Trader,Active Trader,75,2.22,179,4174,4516917.05,1082.16,181,4,1,dune_dex_trades
226,0xd3d5abbd6dd40b69ca365ae45f1ffd3870b1ddf9,Dune DEX Trader #0,82.1,DEX Trader,Active Trader,77.8,2.81,165,843,4830530.68,5730.17,156,11,6,dune_dex_trades
227,0xe91a54658066d8cd0a0939ed9e8380c243e6b990,Dune DEX Trader #0,82.0,DEX Trader,Active Trader,57.1,3.81,109,523,2169632.79,4148.44,36,9,4,dune_dex_trades
228,0x7b874e9e6029197dd287910f9b3edd27c10db51e,Dune DEX Trader #0,81.9,DEX Trader,Active Trader,66.7,4.81,99,195,14372871.82,73707.03,27,6,6,dune_dex_trades
229,0xa209d187490ab3a14990ed0d4f09eea8dd054d3e,Dune DEX Trader #0,81.9,DEX Trader,Active Trader,66.7,16.36,175,67,107476.97,1604.13,33,7,5,dune_dex_trades
230,0x43b4582bf6a8358b2056681bf421bead8333dfb0,Dune DEX Trader #0,81.9,DEX Trader,Active Trader,75,13.66,103,50,255595.24,5111.9,31,5,3,dune_dex_trades
231,0x81463b0f960f247f704377661ec81c1fd65b5128,Dune DEX Trader #0,81.8,DEX Trader,Active Trader,69.3,2.51,179,69745,752002039.95,10782.16,181,392,13,dune_dex_trades
232,0xb38a90f14b24ae81ec0b8f1373694f5b59811d8a,Dune DEX Trader #0,81.8,DEX Trader,Active Trader,75,13.2,134,33,1399795.16,42418.04,26,4,4,dune_dex_trades
233,0x290909806740b70d97efb2c530870053ec5d6304,Dune DEX Trader #0,81.7,DEX Trader,Active Trader,59.5,3.15,179,2793,28885056.32,10341.95,122,37,5,dune_dex_trades
234,0x00000000008d5f1200332af8a6813cb8377b5bfd,Dune DEX Trader #0,81.7,DEX Trader,Active Trader,71.4,2.74,179,1140,8134615.1,7135.63,157,89,6,dune_dex_trades
235,0xafd8cd311c7bf2635573ebebb97c1a3c7e90f00e,Dune DEX Trader #0,81.7,DEX Trader,Active Trader,69.2,3.65,179,632,15428945.76,24412.89,152,15,5,dune_dex_trades
236,0xe3d5e8d77dc4031013e6fa53c26164555dc273ad,Dune DEX Trader #0,81.7,DEX Trader,Active Trader,75,3.71,103,157,4660607.51,29685.4,41,12,2,dune_dex_trades
237,0x4c2a6c5d15502c41c4d290f5ddd600878ff31da3,Dune DEX Trader #0,81.7,DEX Trader,Active Trader,66.7,27.65,147,99,327081.16,3303.85,45,3,3,dune_dex_trades
238,0x80a64c6d7f12c47b7c66c5b4e20e72bc1fcd5d9e,Dune DEX Trader #0,81.6,DEX Trader,Active Trader,100,,179,31880,44810459.72,1405.6,181,4,1,dune_dex_trades
239,0x76600115c5cbe56d82bde2af8cafb3801aee5efe,Dune DEX Trader #0,81.6,DEX Trader,Active Trader,100,,179,22284,55387439.62,2485.53,180,3,5,dune_dex_trades
240,0x0000b8258eb0a75e660317f914294fd2482a453e,Dune DEX Trader #0,81.6,DEX Trader,Active Trader,100,,179,4814,7520085.58,1562.13,181,8,7,dune_dex_trades
241,0x994f7725305a10efd4e1557e34566534179bbe38,Dune DEX Trader #0,81.6,DEX Trader,Active Trader,75,2.42,178,1104,1874881.23,1698.26,143,4,2,dune_dex_trades
242,0x11a968128adb249441d9d279a4ddd8968e158a11,Dune DEX Trader #0,81.6,DEX Trader,Active Trader,57.1,25.59,172,255,295880.79,1160.32,70,7,5,dune_dex_trades
243,0xcf26f76ac2907280572f1f92833c075b8833d0dd,Dune DEX Trader #0,81.6,DEX Trader,Active Trader,66.7,15.42,141,171,245217.87,1434.02,78,4,2,dune_dex_trades
244,0x4cd54281c7a944f1764d0f1dfb4102d13f119a69,Dune DEX Trader #0,81.6,DEX Trader,Active Trader,83.3,3.52,162,48,94586.95,1970.56,25,6,5,dune_dex_trades
245,0xc052907aff18334c9b67d630981eceacbf8a411e,Dune DEX Trader #0,81.5,DEX Trader,Active Trader,66.7,3.38,176,486,663471.08,1365.17,86,22,3,dune_dex_trades
246,0x80520541f2c2cba1b553ccf2455a49c84db81be0,Dune DEX Trader #0,81.5,DEX Trader,Active Trader,75,3.96,99,66,274323.46,4156.42,21,12,1,dune_dex_trades
247,0x81dde1be69f32e25a3727351a4d12569310a2fe7,Dune DEX Trader #0,81.5,DEX Trader,Active Trader,66.7,10.21,129,46,173487.63,3771.47,20,4,1,dune_dex_trades
248,0xd99ac0681b904991169a4f398b9043781adbe0c3,Dune DEX Trader #0,81.4,DEX Trader,Active Trader,50,7.99,179,503,4130502.77,8211.74,96,9,3,dune_dex_trades
249,0x7e9baa3ef6b6e36031a51eecf4aea1086785df7a,Dune DEX Trader #0,81.4,DEX Trader,Active Trader,66.7,8.66,161,109,165644.63,1519.68,57,4,1,dune_dex_trades
250,0xe999c0a515cd1679d20c0c216ceb46e981c7073a,Dune DEX Trader #0,81.3,DEX Trader,Active Trader,47.1,5.06,178,805,6975879.24,8665.69,134,25,3,dune_dex_trades
251,0x187dd9e0be80972ab2d14b5a5f69c1f5540ace57,Dune DEX Trader #0,81.3,DEX Trader,Active Trader,60,4.44,168,411,7948790.99,19340.12,102,6,2,dune_dex_trades
252,0x26b84ee2aaa7b8d917e7ace995b95a54463cb230,Dune DEX Trader #0,81.3,DEX Trader,Active Trader,66.7,20267.56,133,43,51588.92,1199.74,20,6,1,dune_dex_trades
253,0x952bc861b86454f2315516747fb7fc8139610742,Dune DEX Trader #0,81.2,DEX Trader,Active Trader,75,4.03,99,131,400553.03,3057.66,47,4,1,dune_dex_trades
254,0xe4fd8213711f18fad8a97a1db45436abd8a2902c,Dune DEX Trader #0,81.1,DEX Trader,Active Trader,80,11.65,127,67,60417,901.75,32,5,5,dune_dex_trades
255,0x8163114763661ca1a0bbc7ca400ff72030b232bc,Dune DEX Trader #0,81.0,DEX Trader,Active Trader,66.7,19.99,163,40,214236.14,5355.9,23,6,5,dune_dex_trades
256,0xcdf819cfd2d2d70f447e53d06b1fff5d74c3314d,Dune DEX Trader #0,80.9,DEX Trader,Active Trader,80,3.31,152,232,422610.18,1821.6,92,8,2,dune_dex_trades
257,0x33b30435c5b52b48705f81a34d5ffe5e395e20b8,Dune DEX Trader #0,80.9,DEX Trader,Active Trader,60,8.63,131,174,698767.49,4015.91,56,5,7,dune_dex_trades
258,0x1afd3a258b1a9b397a24a239bb70444b478deedb,Dune DEX Trader #0,80.9,DEX Trader,Active Trader,66.7,25.37,164,44,856499.65,19465.9,26,9,6,dune_dex_trades
259,0x20011fa1a83bba9c8357f852ec667d8439a7da4a,Dune DEX Trader #0,80.8,DEX Trader,Active Trader,55.6,3.23,179,30603,47629545.55,1556.37,181,10,7,dune_dex_trades
260,0xd6b842fac5f076f1bd2c49484054b6a8c05b79a5,Dune DEX Trader #0,80.8,DEX Trader,Active Trader,50,6.29,167,1137,143879341.67,126542.96,103,4,7,dune_dex_trades
261,0xbeebdeada7eb5bbb16bc0144e489be48a2081505,Dune DEX Trader #0,80.8,DEX Trader,Active Trader,63.6,3.91,166,515,11391785.43,22119.97,122,13,5,dune_dex_trades
262,0x06cef69e7df2de1bb8bc4cf416142f1ea6494829,Dune DEX Trader #0,80.8,DEX Trader,Active Trader,60,6.94,167,307,604450.95,1968.9,119,10,1,dune_dex_trades
263,0x1fa8bbd3f95f89958930450ee155355588888888,Dune DEX Trader #0,80.8,DEX Trader,Active Trader,66.7,14.45,121,49,61979.43,1264.89,24,43,3,dune_dex_trades
264,0x0a5e1db3671faccd146404925bda5c59929f66c3,Dune DEX Trader #0,80.8,DEX Trader,Active Trader,83.3,6.14,157,32,1880943.37,58779.48,25,7,5,dune_dex_trades
265,0x22b8e3b2e3fb1a7c57cc0a0e6586de3edefba43f,Dune DEX Trader #0,80.7,DEX Trader,Active Trader,60,13.33,151,235,428967.51,1825.39,87,6,2,dune_dex_trades
266,0xfd0a16fbb2626208bb48b1ed458627b914e41f07,Dune DEX Trader #0,80.7,DEX Trader,Active Trader,60,7.82,170,68,1183866.55,17409.8,27,5,5,dune_dex_trades
267,0x420cafeaa7a2e44a404340397ac45b2f55fc8f73,Dune DEX Trader #0,80.6,DEX Trader,Active Trader,85,1.67,113,2726,7620820.64,2795.61,108,369,11,dune_dex_trades
268,0x9c7c3eecdcf2b7debc8de3ddf2b9d95a75a9e7a8,Dune DEX Trader #0,80.6,DEX Trader,Active Trader,55.6,3.23,167,1151,2243464.74,1949.14,89,14,6,dune_dex_trades
269,0x21378e678a111691a60fa688c72d61439e124c8f,Dune DEX Trader #0,80.6,DEX Trader,Active Trader,75,3.28,175,393,8479408.32,21576.1,127,16,3,dune_dex_trades
270,0x03247acbd5a5dc9551a268988a10a04376686198,Dune DEX Trader #0,80.6,DEX Trader,Active Trader,71.4,10.78,177,233,224987.28,965.61,86,7,1,dune_dex_trades
271,0x9e59cb3c92d65c872df64fb8e8571272ee66f465,Dune DEX Trader #0,80.6,DEX Trader,Active Trader,66.7,18,154,72,73930.06,1026.81,44,13,1,dune_dex_trades
272,0xddc108f8d550d676ba98f5e8fceebf52c53a6c1b,Dune DEX Trader #0,80.5,DEX Trader,Active Trader,66.7,15.54,151,37,84517.57,2284.26,23,7,1,dune_dex_trades
273,0xbd7695989d5f0c15f3567f97e7269045c9c147f9,Dune DEX Trader #0,80.4,DEX Trader,Active Trader,62.5,2.85,132,1967,2104407.01,1069.86,106,8,5,dune_dex_trades
274,0x4123ffc81579e38dfff74b75d8bdf21c41e62237,Dune DEX Trader #0,80.4,DEX Trader,Active Trader,60,5.77,176,134,414717.08,3094.9,58,21,5,dune_dex_trades
275,0xbb43f4f75f911f87b198170fa4c3f6e4d7185668,Dune DEX Trader #0,80.4,DEX Trader,Active Trader,66.7,11,175,38,322309.51,8481.83,27,3,5,dune_dex_trades
276,0x01fdc48ba0903bb1ae7c517c9287d88ea236f8e1,Dune DEX Trader #0,80.3,DEX Trader,Active Trader,94.7,1.05,173,3884,166578361.62,42888.35,175,451,6,dune_dex_trades
277,0xe27008a503a9e6a37b8abb32aa123640f0508dd2,Dune DEX Trader #0,80.3,DEX Trader,Active Trader,75,2.19,103,1030,5848913.75,5678.56,99,4,2,dune_dex_trades
278,0xa65ee7a4abe4df24e030e75bafb99d96b9531030,Dune DEX Trader #0,80.3,DEX Trader,Active Trader,66.7,2.93,177,507,782517.82,1543.43,80,18,3,dune_dex_trades
279,0x8329088f0aa9bb80fb9cdc8d7c8b1001061aff98,Dune DEX Trader #0,80.3,DEX Trader,Active Trader,60,7.04,152,246,453272.62,1842.57,99,12,2,dune_dex_trades
280,0x2165d599683e53a52992758b22aa7cfe5c850049,Dune DEX Trader #0,80.3,DEX Trader,Active Trader,60,7.8,146,209,378461.46,1810.82,83,7,2,dune_dex_trades
281,0x1a8de3a5e4958df97d05fc9ed7be7299c021ac47,Dune DEX Trader #0,80.3,DEX Trader,Active Trader,75,2.75,97,144,3408272.4,23668.56,23,5,5,dune_dex_trades
282,0x473d3a2005499301dc353afa9d0c9c5980b5188c,Dune DEX Trader #0,80.3,DEX Trader,Active Trader,80,4.27,137,60,7011705.92,116861.77,22,8,5,dune_dex_trades
283,0xeba60327b33c38aaf1c0e3a06f261eb859c4617b,Dune DEX Trader #0,80.3,DEX Trader,Active Trader,66.7,5.86,134,33,68593.69,2078.6,20,8,5,dune_dex_trades
284,0x34811a951f6a4eab44d350d9234a0455ee4fd148,Dune DEX Trader #0,80.2,DEX Trader,Active Trader,60,5,149,228,420063.84,1842.39,93,8,2,dune_dex_trades
285,0x1ad979c6a5ae9cea1dc2a4c630f51dae7bffa57b,Dune DEX Trader #0,80.2,DEX Trader,Active Trader,60,5.61,122,114,821944.32,7210.04,41,7,6,dune_dex_trades
