rank,address,copy_trading_score,win_rate_pct,profit_factor,track_record_days,max_drawdown_pct,avg_trade_duration_hrs,total_trades,active_days,trades_per_day,avg_trade_usd,total_volume_usd,tokens_traded,dex_count,first_trade,last_trade,wallet_type,source,tags
95,0x85e90be828a32f36e3826a463993a0bf8c13fd4c,76.3,83.3,5.22,129,,,3613,103,35.08,3050.11,11020051.64,6,6,2026-01-30 02:04:59.000 UTC,2026-06-08 11:40:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
96,0x5884b2faa9ad6f38010831e2290e515af17a7d47,76.3,60,7.14,179,,,1022,133,7.68,2454.33,2508326.88,13,2,2025-12-11 18:13:47.000 UTC,2026-06-09 15:37:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
97,0xc8ad355c8291cbd52e738ed1df1f5ccbbbbf00ee,76.3,52.9,5.6,179,,,3509,180,19.49,12803.17,44926308.89,23,4,2025-12-11 21:23:11.000 UTC,2026-06-09 12:24:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
98,0xfe837a3530dd566401d35befcd55582af7c4dffc,76.3,75,190.98,178,,,305,72,4.24,151532.55,46217426.33,16,4,2025-12-12 04:12:11.000 UTC,2026-06-08 19:07:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
99,0x00000000a991c429ee2ec6df19d40fe0c80088b8,76.3,93.6,0.82,179,,,1598,160,9.99,2796.48,4468771.07,375,2,2025-12-11 19:52:35.000 UTC,2026-06-09 02:22:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
100,0xafa6276cb19fdd2dbec0bdc20f03d8fcb058684c,76.1,71.5,6.99,177,,,577,94,6.14,1928.86,1112954.62,124,1,2025-12-14 03:52:11.000 UTC,2026-06-09 09:51:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
101,0x124ce844fab46dc12183dc35c82ccc9bc83fddd5,76.1,62.5,5.86,179,,,1144,139,8.23,9022.83,10322122.84,21,5,2025-12-11 18:45:11.000 UTC,2026-06-09 16:39:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
102,0x8371cf6462355e586d130d2768e317ef6b54bd17,76.1,75,25.85,139,,,49,29,1.69,5308.78,260130.4,6,6,2026-01-02 07:24:23.000 UTC,2026-05-22 00:36:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
103,0xd9e912afcea495dc8789bd2d6c0004473e48521f,76.0,80,47.97,129,,,48,23,2.09,4055.95,194685.74,6,4,2025-12-13 17:22:35.000 UTC,2026-04-21 18:54:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
104,0xafd8cd311c7bf2635573ebebb97c1a3c7e90f00e,76.0,69.2,3.65,179,,,632,152,4.16,24412.89,15428945.76,15,5,2025-12-11 21:23:11.000 UTC,2026-06-09 17:07:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
105,0x97105cf9fe2a44295c000f2f6e1ca9ce1a3036af,75.9,83.3,8.25,168,,,148,44,3.36,19536.3,2891372.56,9,5,2025-12-12 18:23:11.000 UTC,2026-05-30 13:45:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
106,0xb0722c144d2483d70e77cd90b545fd4e278f054d,75.9,66.7,49.97,143,,,279,48,5.81,1259.03,351270.17,133,2,2026-01-15 16:59:47.000 UTC,2026-06-08 14:16:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
107,0x4c2a6c5d15502c41c4d290f5ddd600878ff31da3,75.9,66.7,27.65,147,,,99,45,2.2,3303.85,327081.16,3,3,2026-01-11 01:51:47.000 UTC,2026-06-07 05:35:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
108,0x8cc1665ee965345e79b132adb124782bad8c78e0,75.8,66.7,3.53,178,,,1216,161,7.55,1904.74,2316161.31,13,5,2025-12-13 03:39:59.000 UTC,2026-06-09 16:19:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
109,0x925b332d6c56558fa207881c44ca613857534b04,75.7,71.7,7.01,109,,,3703,111,33.36,2193,8120694.4,63,1,2026-02-19 17:21:35.000 UTC,2026-06-09 06:41:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
110,0xbdeb683ec9b007be4d9f1ce41e7d7a4fed463a43,75.7,75,30.26,142,,,61,23,2.65,2686.27,163862.47,5,1,2026-01-06 03:12:11.000 UTC,2026-05-28 04:07:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
111,0xa209d187490ab3a14990ed0d4f09eea8dd054d3e,75.7,66.7,16.36,175,,,67,33,2.03,1604.13,107476.97,7,5,2025-12-15 16:23:23.000 UTC,2026-06-08 21:35:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
112,0x1afd3a258b1a9b397a24a239bb70444b478deedb,75.6,66.7,25.37,164,,,44,26,1.69,19465.9,856499.65,9,6,2025-12-15 03:59:35.000 UTC,2026-05-29 00:21:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
113,0x9e59cb3c92d65c872df64fb8e8571272ee66f465,75.6,66.7,18,154,,,72,44,1.64,1026.81,73930.06,13,1,2025-12-28 22:00:23.000 UTC,2026-06-01 12:04:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
114,0xd29c997debe68eb374ec2ce0ab3078bdf4408416,75.5,77.8,7.02,161,,,908,77,11.79,2703.45,2454728.52,13,6,2025-12-24 22:18:23.000 UTC,2026-06-04 02:32:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
115,0x93e22ecd5b8a4da8c0e97d7158c060612e7115a3,75.5,80,12.18,161,,,94,26,3.62,45667.24,4292720.56,6,5,2025-12-18 21:13:23.000 UTC,2026-05-29 11:07:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
116,0xa71a78b538c172e9eb0a2214f2866c9403a1edae,75.5,87.2,2.87,123,,,3061,119,25.72,6944.14,21256014.11,50,5,2026-02-05 10:32:35.000 UTC,2026-06-08 21:37:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
117,0x9ac85928260ffac789fb6762ca6262b52e396f28,75.5,80,5.77,151,,,241,91,2.65,2042.12,492150.3,10,2,2026-01-07 16:33:59.000 UTC,2026-06-07 22:14:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
118,0x619c5c0de6172015a3f657578f4c3305795f3fa0,75.4,85.7,7.23,159,,,105,50,2.1,1751,183855.38,11,2,2025-12-14 21:20:47.000 UTC,2026-05-23 20:10:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
119,0x82c20a229d7ad1a34e663732b217ab8fc3fe3a1c,75.4,80,4.85,173,,,243,89,2.73,1616.11,392714.87,10,2,2025-12-12 16:21:47.000 UTC,2026-06-04 02:09:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
120,0x64e74f075bf238e3ed4b1e43029f327199b9e65e,75.3,80,7.54,168,,,95,56,1.7,1002.95,95280.65,50,1,2025-12-16 10:58:47.000 UTC,2026-06-02 20:05:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
121,0xea51075ccbd58174834da36372b0ed52199c483c,75.3,76.9,2.31,179,,,2024,149,13.58,9436.39,19099251.5,81,2,2025-12-11 21:27:35.000 UTC,2026-06-09 14:48:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
122,0x00000000008d5f1200332af8a6813cb8377b5bfd,75.3,71.4,2.74,179,,,1140,157,7.26,7135.63,8134615.1,89,6,2025-12-11 21:34:35.000 UTC,2026-06-09 15:32:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
123,0x22b8e3b2e3fb1a7c57cc0a0e6586de3edefba43f,75.3,60,13.33,151,,,235,87,2.7,1825.39,428967.51,6,2,2026-01-07 16:37:23.000 UTC,2026-06-07 22:13:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
124,0xb2b1191a0d1800a11dcdf02c5b392fdf86ea4fdd,75.2,75,43.06,120,,,300,35,8.57,1777.83,533349.94,6,4,2026-01-02 15:06:59.000 UTC,2026-05-03 00:35:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
125,0x8163114763661ca1a0bbc7ca400ff72030b232bc,75.2,66.7,19.99,163,,,40,23,1.74,5355.9,214236.14,6,5,2025-12-13 21:32:47.000 UTC,2026-05-26 08:06:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
126,0x5a98dbceeca053b7845fc4dd79124f66908ade50,75.0,80,8.15,177,,,114,37,3.08,46649.36,5318026.62,6,5,2025-12-12 15:50:59.000 UTC,2026-06-07 16:49:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
127,0xf229fb4c724bd06ab132316814d46767c5e7676d,74.9,80,4.04,169,,,261,100,2.61,1772.94,462737.83,8,2,2025-12-16 13:58:11.000 UTC,2026-06-03 23:38:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
128,0x0000b8258eb0a75e660317f914294fd2482a453e,74.9,100,,179,,,4814,181,26.6,1562.13,7520085.58,8,7,2025-12-11 18:38:11.000 UTC,2026-06-09 17:10:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
129,0xbadc0de76438f9524d42c219b390636196bfbdfc,74.8,94.1,4.76,174,,,153,33,4.64,1890.22,289203.01,17,4,2025-12-13 05:36:35.000 UTC,2026-06-05 12:51:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
130,0x21378e678a111691a60fa688c72d61439e124c8f,74.8,75,3.28,175,,,393,127,3.09,21576.1,8479408.32,16,3,2025-12-15 18:31:11.000 UTC,2026-06-09 16:19:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
131,0xb78886e4610531dc98d383c54d34284a0e830814,74.7,75,9.27,139,,,190,71,2.68,1961.06,372600.94,5,5,2026-01-17 17:23:23.000 UTC,2026-06-06 07:21:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
132,0x3977f182034fd84f07010acd254f83d9a6388888,74.7,75,9.46,144,,,119,66,1.8,3829.55,455716.61,9,3,2026-01-12 03:14:23.000 UTC,2026-06-05 19:49:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
133,0x8678f58ac6c4748b5289d0db70e627eef395dead,74.7,63.6,6.27,179,,,341,113,3.02,1145.05,390463.41,17,5,2025-12-12 01:04:47.000 UTC,2026-06-09 08:21:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
134,0x49719d256a5ea16bfa579ea16e95bea9fa41a452,74.7,66.7,8.97,177,,,353,120,2.94,647.28,228488.11,9,4,2025-12-11 19:10:59.000 UTC,2026-06-06 20:51:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
135,0x7f9d01fde77f0775244402587bdfa3ef2b550da8,74.6,80,6.87,171,,,211,53,3.98,1234.37,260452.24,119,1,2025-12-19 13:30:47.000 UTC,2026-06-09 13:18:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
136,0x9af1b56acb3f0af84be68ce1a5284acc0615fadd,74.6,80,3.19,165,,,605,115,5.26,1516.36,917396.63,35,7,2025-12-11 21:52:59.000 UTC,2026-05-26 20:39:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
137,0x03247acbd5a5dc9551a268988a10a04376686198,74.6,71.4,10.78,177,,,233,86,2.71,965.61,224987.28,7,1,2025-12-12 15:26:59.000 UTC,2026-06-07 22:15:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
138,0xa7da6e61a9e00a023dac739b4236d62a0d922155,74.5,65.8,3.49,158,,,5334,157,33.97,2790.79,14886069.97,122,4,2025-12-26 13:35:35.000 UTC,2026-06-03 03:15:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
139,0xdce2afdb12968a9bb0cca510c30b21c865209c0d,74.4,66.7,42.29,142,,,116,34,3.41,1280.68,148558.42,48,2,2026-01-07 01:32:23.000 UTC,2026-05-29 23:29:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
140,0x994f7725305a10efd4e1557e34566534179bbe38,74.4,75,2.42,178,,,1104,143,7.72,1698.26,1874881.23,4,2,2025-12-12 00:19:47.000 UTC,2026-06-08 00:27:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
141,0x6ddf06ad881919d0be73ad73b42e847ca6a69c15,74.3,80,5.02,151,,,239,88,2.72,1828.11,436917.63,9,2,2026-01-08 00:32:23.000 UTC,2026-06-08 22:29:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
142,0xa509cae29c94cf76a4698859d4c6b862b920ea96,74.3,55,6.67,179,,,701,134,5.23,7800.74,5468316.4,26,3,2025-12-11 18:07:59.000 UTC,2026-06-09 07:53:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
143,0x06cef69e7df2de1bb8bc4cf416142f1ea6494829,74.3,60,6.94,167,,,307,119,2.58,1968.9,604450.95,10,1,2025-12-23 08:06:35.000 UTC,2026-06-09 01:06:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
144,0x612169fda8ae6da853060b84c3151faf6aacb8b8,74.2,62.5,6.36,174,,,1215,113,10.75,1875.01,2278141.04,10,8,2025-12-11 22:46:11.000 UTC,2026-06-04 09:59:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
145,0xb713bb675e7f0b0d400130bca8a556bb7aabc62d,74.2,80,4.49,152,,,247,95,2.6,1616.8,399348.66,9,2,2026-01-07 16:37:23.000 UTC,2026-06-08 22:05:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
146,0x126b319b51d889497105ff1d6b3ba555ca7aea6b,74.1,69.2,9.62,157,,,219,68,3.22,2377.02,520566.29,25,1,2025-12-26 13:35:35.000 UTC,2026-06-02 12:57:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
147,0x53016a40b3639bf9f744ff312515eea93af14cde,74.0,66.7,286.84,104,,,1595,79,20.19,860.66,1372748.69,4,2,2026-02-24 23:06:11.000 UTC,2026-06-09 14:29:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
148,0x94046ff0c2b57e132d52f22e0850a2b26271dbff,73.9,80,13.46,178,,,57,26,2.19,662.91,37785.84,14,5,2025-12-11 23:20:23.000 UTC,2026-06-08 21:36:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
149,0xd0f717d1569322fe3c321584371e34c286a6237a,73.8,57.1,10.52,177,,,1092,82,13.32,41912.47,45768422.5,8,5,2025-12-11 18:11:23.000 UTC,2026-06-06 22:27:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
150,0xa0d000409b9c505af8ce2b0bb11ec2cc69e08879,73.7,80,2.31,165,,,1459,127,11.49,4258.73,6213490.39,10,1,2025-12-26 04:39:11.000 UTC,2026-06-09 11:06:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
151,0x65b382653f7c31bc0af67f188122035461ec9c76,73.7,75,1.19,179,,,2575,177,14.55,2742.92,7063020.44,4,1,2025-12-11 22:42:47.000 UTC,2026-06-09 14:54:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
152,0x433097574d7367eb2b7b6ccc0943e3ce14bb1771,73.6,52.9,5.52,179,,,1280,148,8.65,26819.46,34328913.04,25,5,2025-12-12 07:45:11.000 UTC,2026-06-09 08:05:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
153,0x027328fe9c07255f0b84bcfb0863a79074369679,73.5,83.3,5.33,162,,,91,58,1.57,6924.48,630127.9,8,2,2025-12-23 12:30:47.000 UTC,2026-06-04 11:22:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
154,0xbf21f7aa553b14169c0e38dc085aaa64c62996e6,73.4,72.7,4.38,176,,,608,97,6.27,1997.4,1214420.84,121,1,2025-12-14 14:47:47.000 UTC,2026-06-08 17:40:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
155,0xb9a4757a5cf3cd721581298d3aa2012335535bb7,73.4,80,7.85,157,,,85,42,2.02,2052.25,174441.18,13,5,2025-12-14 20:24:47.000 UTC,2026-05-21 15:55:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
156,0x7bd7cae2d2ac926fda8fe0a7ed98e852e2b48730,73.4,60,2.67,179,,,3323,177,18.77,4930.73,16384822.14,58,3,2025-12-11 18:51:35.000 UTC,2026-06-09 16:40:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
157,0xa77bd3e15b91c53fa7a5a056429aaa3a10d34d77,73.3,75,9.55,127,,,439,62,7.08,1590.44,698202.65,54,1,2025-12-27 17:24:11.000 UTC,2026-05-03 19:38:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
158,0x18dd3c14e34c1bc379f7538068c59160d9f68e25,73.3,41.7,6.42,174,,,3390,176,19.26,2728.78,9250559.05,20,5,2025-12-16 16:48:35.000 UTC,2026-06-09 12:31:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
159,0x4b1d532131fdf4a8e6bacc84dc309442966eb3ff,73.2,87.7,0.72,177,,,3447,151,22.83,4174.36,14389034.32,298,8,2025-12-13 18:23:23.000 UTC,2026-06-09 07:15:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
160,0xe49c15ff45e07da2e6a8c992884e8b3598bda49f,73.0,66.7,19.38,118,,,59,40,1.48,5609.83,330979.85,3,3,2026-02-06 18:30:23.000 UTC,2026-06-04 22:26:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
161,0x60ac95ec1153aa8199751917ede25d0ca49a36e2,73.0,75,1.18,178,,,690,170,4.06,12705.78,8766991.53,10,1,2025-12-12 00:51:11.000 UTC,2026-06-08 18:54:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
162,0x78894702e9f89be3b680bc6193adf8e00b6c343a,72.9,66.7,106.62,104,,,545,44,12.39,1381.03,752663.47,4,2,2026-01-04 08:02:47.000 UTC,2026-04-18 08:37:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
163,0xd693c591baf8aa778a71ee173c9474bc8feea741,72.9,63.6,5.47,176,,,630,105,6.0,2396.56,1509830.97,15,6,2025-12-14 19:52:35.000 UTC,2026-06-09 04:33:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
164,0xa39b4d16378b38f4c379d0e545a72e9381adc6a9,72.8,75,13.72,142,,,37,23,1.61,1822.82,67444.25,5,4,2026-01-15 00:40:35.000 UTC,2026-06-07 00:07:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
165,0x7e13ac7462cbc62440a91dd2654f1c2d1fc9180e,72.7,80,5.62,173,,,83,46,1.8,38805.29,3220838.97,5,5,2025-12-15 09:50:23.000 UTC,2026-06-07 08:49:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
166,0xc5f5e4e6dbd759a9ac9890de04035b792af641c3,72.6,66.7,7.24,117,,,3465,96,36.09,1793.4,6214118.41,6,3,2025-12-12 08:47:23.000 UTC,2026-04-08 11:12:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
167,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,72.6,66.7,3.13,178,,,585,133,4.4,47426.79,27744674.56,11,1,2025-12-13 08:26:23.000 UTC,2026-06-09 16:48:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
168,0x3ee92cd00993a4488ae153ab41ac7947cbcbc1de,72.6,81.8,1.27,177,,,1794,138,13.0,13741.87,24652914.13,22,2,2025-12-11 18:19:11.000 UTC,2026-06-07 08:05:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
169,0x0d4a29333a57222a48a5042bdb9a571f82f021f5,72.3,64.7,1.89,179,,,839,170,4.94,21398.27,17953149.27,21,3,2025-12-11 20:57:11.000 UTC,2026-06-09 15:28:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
170,0x62552cab3f34a51333e55d0e04172e1955cd2ccc,72.2,75,13.86,135,,,68,23,2.96,4107.91,279338.17,5,6,2025-12-19 19:14:35.000 UTC,2026-05-04 04:47:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
171,0xbb43f4f75f911f87b198170fa4c3f6e4d7185668,72.2,66.7,11,175,,,38,27,1.41,8481.83,322309.51,3,5,2025-12-12 08:58:23.000 UTC,2026-06-06 07:42:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
172,0xb38a90f14b24ae81ec0b8f1373694f5b59811d8a,72.1,75,13.2,134,,,33,26,1.27,42418.04,1399795.16,4,4,2026-01-19 16:48:23.000 UTC,2026-06-02 19:44:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
173,0xddc108f8d550d676ba98f5e8fceebf52c53a6c1b,72.1,66.7,15.54,151,,,37,23,1.61,2284.26,84517.57,7,1,2026-01-04 00:13:59.000 UTC,2026-06-04 01:17:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
174,0xa08ac443c5ae77e9d389e528afddb0aad0e32777,72.1,66.7,4.43,167,,,211,107,1.97,3079.69,649815.64,3,1,2025-12-22 15:57:23.000 UTC,2026-06-08 08:38:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
175,0x711281c1b26aaed86e40e4caaf76c1962b45e161,72.1,60,18.68,144,,,54,35,1.54,1839.83,99350.56,13,5,2025-12-31 14:56:47.000 UTC,2026-05-25 08:56:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
176,0xf0a04b079dcf7b9d92682123ba2e2180109cb650,72.1,66.7,92.24,161,,,56,34,1.65,776.65,43492.37,11,2,2025-12-28 15:11:11.000 UTC,2026-06-08 15:09:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
177,0x26b84ee2aaa7b8d917e7ace995b95a54463cb230,72.0,66.7,20267.56,133,,,43,20,2.15,1199.74,51588.92,6,1,2025-12-30 03:11:35.000 UTC,2026-05-12 07:32:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
178,0xcdf819cfd2d2d70f447e53d06b1fff5d74c3314d,72.0,80,3.31,152,,,232,92,2.52,1821.6,422610.18,8,2,2026-01-07 18:26:23.000 UTC,2026-06-09 17:05:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
179,0xd76935f7e93108f8e41ff2c462119e488621de2c,71.9,83.3,21.84,120,,,438,21,20.86,738.82,323602.74,50,1,2026-02-02 06:34:47.000 UTC,2026-06-03 01:04:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
180,0xad213ae0b710c7bc6c915984d91bad008b2d3221,71.9,80.5,1.31,177,,,1932,132,14.64,25634.21,49525300.82,148,7,2025-12-13 19:26:47.000 UTC,2026-06-08 21:44:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
181,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,71.8,50,5.71,172,,,2258,138,16.36,1987.21,4487116.87,235,9,2025-12-19 15:43:47.000 UTC,2026-06-09 16:34:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
182,0x7e9baa3ef6b6e36031a51eecf4aea1086785df7a,71.8,66.7,8.66,161,,,109,57,1.91,1519.68,165644.63,4,1,2025-12-12 15:38:35.000 UTC,2026-05-22 19:48:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
183,0x8329088f0aa9bb80fb9cdc8d7c8b1001061aff98,71.8,60,7.04,152,,,246,99,2.48,1842.57,453272.62,12,2,2026-01-07 18:25:35.000 UTC,2026-06-08 22:11:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
184,0xbfae8e87053309fde07ab3ca5f4b5345f8e3058f,71.6,75,4.43,92,,,4897,93,52.66,3244.82,15889864.31,9,1,2026-02-17 01:58:11.000 UTC,2026-05-20 03:56:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
185,0x9993cffa72c885312096e7624507cb18d46e714e,71.6,75,5.78,176,,,77,45,1.71,1073.23,82638.48,40,1,2025-12-13 13:35:23.000 UTC,2026-06-07 22:10:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
186,0x3b25d8e0801df1264a3d3a5f0bb79bbc292a09fb,71.6,65,3.05,179,,,1152,128,9.0,3932.37,4530085.28,32,3,2025-12-11 20:57:23.000 UTC,2026-06-09 16:05:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
187,0xbeebdeada7eb5bbb16bc0144e489be48a2081505,71.6,63.6,3.91,166,,,515,122,4.22,22119.97,11391785.43,13,5,2025-12-24 11:33:59.000 UTC,2026-06-09 09:52:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
188,0xfc9642049d1151868e45946330215e3df3ae69c2,71.6,71.4,1.04,179,,,4094,172,23.8,6376.62,26105901.7,208,13,2025-12-11 20:17:47.000 UTC,2026-06-09 05:54:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
189,0xbfdc8a852532aaf90e93968f1d1ab48b80e15571,71.4,63.2,4.43,173,,,569,107,5.32,6533.44,3717528.44,30,4,2025-12-18 01:13:23.000 UTC,2026-06-09 11:41:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
